video name,codec,status,original size,encoded size,compression ratio,original bitrate,encoded bitrate,bitrate savings,PSNR,SSIM,encoding time,quality-to-bitrate,error
hevc_output_1_1_hevc.mp4,HEVC,ok,0.13314342498779297,0.1292886734008789,1.0298150757179,544.664,528.496,2.968435585975941,44.5515,0.991918,0.39656782150268555,84.29865126699161,
hevc_output_1_1_hevc.mp4,VVC,ok,0.13314342498779297,0.048259735107421875,2.758892577661845,544.664,197.688,63.70459586093445,33.82541,0.932524,6.508761644363403,171.10502407834565,
