Codec,PSNR,SSIM,Compression Ratio,Encoding Time (s),File Size (MB)
HEVC,31.376741,0.973161,8.07901505111079,0.7395744323730469,0.1453533172607422
VVC,31.40105,0.97485,6.477611076625249,48.863311529159546,0.1812877655029297
